,appearance,breakfast,service,staff,variety,price,taste,hotel
5294,1,No,6,3,1,1,1,1
5295,5,No,6,4,4,6,6,6
5296,4,"Yes, next time not",4,9,3,6,6,6
5297,1,No,5,2,1,2,2,1
5298,2,No,4,3,1,3,3,3
5299,2,No,5,4,1,3,3,3
5300,5,No,6,3,4,7,7,7
5301,3,No,5,4,2,4,4,4
5302,5,No,5,4,3,7,6,6
5303,2,No,5,2,1,3,3,3
5304,7,No,5,3,6,8,8,8
5305,1,No,6,2,1,1,1,1
5306,4,No,6,4,2,6,6,6
5307,7,No,5,3,6,8,8,8
5308,2,No,6,2,1,4,3,4
5309,3,"Yes, next time not",5,7,1,4,4,4
5310,2,No,5,4,1,3,3,3
5311,4,No,6,3,3,5,5,5
5312,4,"Yes, next time not",2,6,2,6,6,5
5313,1,"Yes, next time not",7,5,1,1,1,2
5314,1,No,5,3,1,2,2,2
5315,2,No,4,4,1,4,4,3
5316,2,No,5,6,2,4,4,3
5317,5,No,4,2,3,7,7,6
5318,1,No,5,2,1,1,1,1
5319,1,No,5,3,1,2,2,2
5320,5,"Yes, again",6,9,3,6,6,6
5321,4,No,5,3,2,6,6,6
5322,2,"Yes, next time not",7,4,1,3,3,3
5323,4,No,6,3,3,6,6,6
5324,3,No,6,3,2,4,4,4
5325,7,No,5,4,4,8,8,8
5326,3,"Yes, next time not",7,4,2,4,4,4
5327,6,"Yes, next time not",3,9,3,8,7,7
5328,5,No,4,5,4,7,7,7
5329,1,No,6,3,1,2,2,2
5330,1,No,5,3,1,1,1,1
5331,3,No,4,4,2,5,5,4
5332,4,No,6,3,3,6,6,6
5333,1,No,5,4,1,2,2,2
5334,4,No,5,4,2,6,6,5
5335,1,No,5,4,1,1,1,1
5336,2,No,5,2,1,3,3,3
5337,1,No,6,4,1,1,1,1
5338,1,No,5,2,1,2,2,2
5339,7,No,5,4,9,8,8,8
5340,2,No,5,3,1,3,3,3
5341,3,No,6,4,2,5,5,5
5342,1,No,6,2,1,2,2,2
5343,5,No,5,6,2,7,7,7
5344,1,No,5,3,1,1,1,1
5345,2,No,6,4,1,3,3,3
5346,1,No,5,3,1,2,1,2
5347,5,No,4,4,3,7,7,6
5348,9,"Yes, again",9,8,5,8,8,10
5349,1,"Yes, next time not",7,3,1,1,1,2
5350,1,No,6,2,1,1,1,1
5351,2,No,5,4,1,3,3,3
5352,5,No,5,4,3,6,6,6
5353,4,No,5,3,3,6,6,6
5354,1,No,5,2,1,1,1,2
5355,5,No,5,2,6,7,7,7
5356,4,"Yes, next time not",6,8,2,5,5,5
5357,1,No,6,2,1,2,2,3
5358,1,No,6,2,1,2,2,2
5359,2,"Yes, again",5,9,1,3,3,3
5360,3,No,5,3,2,4,4,4
5361,4,"Yes, next time not",2,8,2,6,6,5
5362,1,No,5,2,1,2,2,2
5363,4,No,6,2,2,5,6,6
5364,2,No,5,5,1,3,3,3
5365,4,"Yes, next time not",2,2,3,6,6,5
5366,2,No,5,3,1,3,3,3
5367,5,No,5,3,5,6,6,6
5368,3,No,6,4,2,4,4,4
5369,5,No,6,3,4,6,6,6
5370,2,No,5,2,1,3,3,3
5371,3,No,5,4,2,4,4,4
5372,2,No,6,2,1,3,3,3
5373,10,No,6,3,6,10,10,10
5374,5,"Yes, again",7,3,3,6,6,7
5375,9,"Yes, again",9,4,3,9,9,10
5376,3,No,5,2,2,4,4,4
5377,2,No,5,2,1,3,3,3
5378,9,"Yes, again",7,5,7,9,9,10
5379,3,No,5,4,1,4,5,4
5380,1,No,6,2,1,2,2,2
5381,1,No,5,3,1,1,2,1
5382,5,No,5,3,3,7,7,7
5383,7,"Yes, again",9,6,6,7,7,8
5384,9,No,5,4,10,9,9,9
5385,3,No,4,2,2,5,5,4
5386,1,No,6,4,1,1,1,1
5387,3,No,5,4,2,5,5,5
5388,5,No,5,4,8,7,7,7
5389,1,No,5,3,1,2,2,2
5390,2,No,4,2,1,3,3,3
5391,1,No,4,4,1,1,1,1
5392,2,No,4,3,2,4,4,3
5393,2,No,6,4,1,3,3,3
5394,1,No,5,3,1,2,2,2
5395,7,"Yes, next time not",3,8,6,8,8,7
5396,1,No,5,4,1,2,2,2
5397,1,No,5,3,1,2,2,2
5398,2,No,5,2,1,3,3,3
5399,1,No,5,1,1,1,1,1
5400,3,"Yes, again",8,6,1,4,4,5
5401,4,"Yes, again",5,6,2,5,5,5
5402,5,No,5,3,5,7,7,7
5403,5,No,5,3,3,6,6,6
5404,4,"Yes, next time not",7,2,3,5,6,6
5405,1,No,6,2,1,2,2,2
5406,9,No,6,4,4,9,9,9
5407,1,No,5,3,1,1,1,1
5408,1,No,6,2,1,2,2,2
5409,1,No,5,2,1,1,1,1
5410,1,No,5,3,1,1,1,1
5411,1,No,4,4,1,1,1,1
5412,3,No,6,2,1,4,4,4
5413,4,"Yes, next time not",1,8,3,6,6,5
5414,1,No,6,2,1,1,1,1
5415,1,No,6,2,1,2,1,2
5416,2,No,5,2,1,4,4,4
5417,1,No,4,5,1,2,2,1
5418,1,No,5,4,1,2,2,2
5419,4,"Yes, next time not",7,4,2,5,5,5
5420,4,"Yes, next time not",6,2,3,6,6,6
5421,1,No,5,3,1,2,2,2
5422,3,No,6,4,2,4,4,4
5423,5,No,5,3,5,7,7,7
5424,3,"Yes, next time not",7,2,1,4,4,5
5425,5,No,5,2,3,6,6,6
5426,1,No,6,2,1,2,2,2
5427,4,No,5,4,4,6,6,6
5428,2,No,5,3,1,4,3,3
5429,4,"Yes, again",8,5,3,5,5,6
5430,1,No,5,3,1,1,1,1
5431,4,"Yes, next time not",8,6,3,5,6,6
5432,1,"Yes, again",4,5,1,3,3,2
5433,4,"Yes, next time not",7,3,2,5,5,5
5434,2,No,5,2,1,4,3,3
5435,1,"Yes, next time not",7,2,1,2,2,3
5436,5,No,6,4,3,6,6,7
5437,1,No,5,2,1,1,1,1
5438,3,No,5,4,2,4,5,4
5439,3,No,5,4,2,4,4,4
5440,2,"Yes, next time not",2,6,1,3,3,2
5441,2,"Yes, again",4,9,1,3,3,3
5442,1,No,6,1,1,2,2,2
5443,4,"Yes, again",9,4,2,6,6,6
5444,1,No,4,2,1,2,2,2
5445,1,No,5,2,1,1,1,1
5446,5,No,5,3,4,7,7,7
5447,1,No,6,3,1,1,1,1
5448,3,No,5,4,2,5,5,5
5449,1,No,5,1,1,2,2,2
5450,1,No,5,2,1,2,2,2
5451,2,No,5,3,1,3,3,3
5452,5,No,5,3,4,6,6,6
5453,7,No,6,2,5,8,8,8
5454,1,No,5,2,1,1,1,2
5455,5,No,6,2,3,7,7,7
5456,1,No,5,4,1,2,2,2
5457,5,No,6,4,4,7,7,7
5458,2,No,5,3,1,3,3,3
5459,5,No,4,2,3,6,6,6
5460,2,No,6,4,1,3,3,3
5461,7,"Yes, next time not",7,3,6,8,7,8
5462,1,No,6,3,1,1,1,1
5463,4,No,5,4,4,6,6,6
5464,1,No,5,4,1,2,2,2
5465,3,No,5,5,2,4,4,4
5466,2,No,4,3,1,3,3,3
5467,1,No,4,3,1,2,2,1
5468,5,No,5,2,3,6,6,6
5469,4,"Yes, next time not",4,4,3,5,6,5
5470,2,"Yes, next time not",3,5,1,3,3,3
5471,5,"Yes, next time not",7,4,6,7,7,7
5472,1,No,5,2,1,2,2,2
5473,7,No,5,4,6,8,8,8
5474,2,"Yes, next time not",7,2,1,3,3,4
5475,4,"Yes, next time not",7,5,3,6,6,6
5476,1,No,5,4,1,2,2,2
5477,7,No,6,4,5,8,8,8
5478,1,No,6,3,1,1,1,2
5479,1,No,6,2,1,1,1,1
5480,1,No,4,4,1,1,1,1
5481,4,"Yes, next time not",6,3,5,6,6,6
5482,4,No,5,4,7,6,6,6
5483,6,No,4,2,6,8,8,7
5484,4,No,6,4,2,6,6,6
5485,7,"Yes, next time not",2,8,4,8,8,7
5486,1,No,4,4,1,2,2,2
5487,2,No,5,2,2,3,3,3
5488,1,No,5,2,1,1,1,1
5489,1,No,6,2,1,2,2,2
5490,2,No,5,2,2,4,4,4
5491,2,No,5,4,1,3,3,3
5492,4,"Yes, next time not",7,4,2,5,5,5
5493,1,No,5,2,1,2,2,2
5494,4,No,6,1,4,6,6,6
5495,5,"Yes, next time not",7,8,3,7,6,7
5496,4,No,5,4,4,6,6,6
5497,7,"Yes, next time not",3,5,4,8,8,7
5498,5,No,5,3,4,7,7,6
5499,5,No,5,3,6,6,6,6
5500,1,No,5,4,1,1,1,1
5501,4,"Yes, again",6,9,2,5,5,5
5502,5,No,4,4,5,6,6,6
5503,2,No,5,2,1,3,3,3
5504,1,No,6,4,1,1,1,1
5505,1,No,5,3,1,2,2,2
5506,7,No,6,2,8,8,8,8
5507,2,No,5,3,1,3,3,3
5508,1,No,6,2,1,1,1,1
5509,3,No,5,2,2,4,4,4
5510,1,No,6,4,1,2,2,2
5511,4,"Yes, again",8,4,3,6,6,6
5512,1,"Yes, next time not",4,6,1,1,1,1
5513,2,No,6,2,1,3,3,4
5514,3,No,5,3,2,4,4,4
5515,5,No,5,4,4,6,6,6
5516,1,No,6,3,1,1,1,1
5517,1,No,5,4,1,1,1,1
5518,2,No,5,4,1,3,3,3
5519,1,No,4,4,1,2,2,2
5520,1,No,5,3,1,1,1,1
5521,5,No,5,4,6,7,7,6
5522,2,No,5,4,1,3,3,3
5523,2,"Yes, again",7,2,1,3,3,3
5524,1,No,6,2,1,1,1,2
5525,4,No,4,3,2,6,6,6
5526,7,No,5,3,8,8,8,8
5527,5,"Yes, next time not",7,4,3,7,6,7
5528,1,No,5,3,1,2,2,2
5529,7,No,4,4,5,9,8,8
5530,2,"Yes, next time not",6,4,1,3,3,3
5531,1,No,5,4,1,2,2,2
5532,1,No,5,4,1,1,1,1
5533,1,No,6,2,1,1,1,1
5534,1,No,5,2,1,2,2,2
5535,5,No,4,4,5,6,6,6
5536,6,No,5,3,4,7,8,7
5537,1,No,6,2,1,1,1,1
5538,2,"Yes, again",2,9,1,3,3,2
5539,4,No,6,2,4,6,6,6
5540,1,No,5,2,1,1,1,1
5541,1,No,5,2,1,2,3,2
5542,5,No,6,3,4,7,7,7
5543,3,"Yes, again",7,2,2,5,4,5
5544,1,No,5,2,1,1,1,1
5545,1,No,5,2,1,2,2,2
5546,1,No,5,3,1,1,1,1
5547,2,No,5,4,1,3,3,3
5548,3,No,5,2,2,5,5,5
5549,2,No,5,3,1,3,3,3
5550,2,No,6,2,1,4,4,4
5551,1,No,5,2,1,1,1,1
5552,4,"Yes, next time not",7,3,2,5,6,6
5553,3,No,5,3,2,4,5,4
5554,5,No,6,3,5,7,7,7
5555,1,No,6,2,1,1,1,1
5556,5,No,4,4,2,7,7,6
5557,1,No,4,4,1,2,2,2
5558,2,No,4,3,1,4,4,3
5559,4,"Yes, again",9,6,2,5,5,6
5560,1,No,6,4,1,1,1,1
5561,1,No,5,2,1,2,2,2
5562,3,No,6,2,2,5,5,5
5563,1,No,5,2,1,1,1,1
5564,1,No,5,2,1,1,1,1
5565,3,No,5,3,2,4,4,4
5566,3,No,5,4,2,4,4,4
5567,4,No,6,2,3,6,6,6
5568,1,No,5,1,1,2,2,2
5569,4,No,5,4,2,5,5,5
5570,4,"Yes, next time not",4,4,2,5,5,5
5571,3,No,6,4,2,4,4,4
5572,7,"Yes, next time not",7,4,5,8,8,8
5573,2,No,5,4,1,3,3,3
5574,3,No,5,2,2,5,5,5
5575,5,No,6,4,3,6,6,6
5576,4,No,5,3,2,6,5,5
5577,3,"Yes, next time not",7,2,1,4,4,4
5578,2,No,5,2,1,3,3,3
5579,1,No,5,3,1,1,1,1
5580,5,No,6,3,3,6,6,6
5581,2,No,6,3,1,4,3,4
5582,1,"Yes, next time not",6,4,1,1,1,1
5583,5,No,5,4,3,6,6,6
5584,1,No,6,2,1,1,1,1
5585,2,"Yes, next time not",6,2,1,3,3,3
5586,1,No,5,4,1,1,1,1
5587,4,"Yes, next time not",7,2,2,6,6,6
5588,9,"Yes, next time not",6,6,7,9,10,9
5589,1,No,5,3,1,2,2,2
5590,4,No,6,4,4,6,6,6
5591,5,No,5,3,4,6,6,6
5592,1,No,6,4,1,1,1,1
5593,9,"Yes, next time not",7,3,7,9,9,10
5594,4,No,5,4,3,6,6,6
5595,3,No,5,4,2,4,5,4
5596,3,No,6,4,2,4,4,5
5597,2,No,5,2,1,3,3,3
5598,4,"Yes, next time not",7,4,3,6,6,6
5599,5,No,5,3,3,6,6,6
5600,2,No,6,3,1,3,3,3
5601,4,"Yes, next time not",6,6,4,5,5,5
5602,3,No,5,4,2,5,5,5
5603,2,No,5,3,1,3,3,3
5604,1,No,5,2,1,2,2,2
5605,3,No,5,2,2,5,5,5
5606,1,"Yes, next time not",6,3,1,1,1,2
5607,1,No,5,2,1,2,2,2
5608,5,No,6,2,7,7,7,7
5609,1,No,6,2,1,1,1,2
5610,2,"Yes, next time not",6,4,1,3,3,3
5611,1,No,6,2,1,2,2,2
5612,1,No,5,3,1,1,1,1
5613,1,No,5,4,1,2,2,2
5614,1,"Yes, next time not",7,2,1,1,1,2
5615,5,No,6,2,4,7,7,7
5616,4,No,4,4,3,6,6,6
5617,5,No,5,3,6,6,7,6
5618,3,No,6,4,3,5,5,5
5619,1,No,6,2,1,2,2,2
5620,4,"Yes, again",9,5,2,5,5,6
5621,1,No,5,2,1,1,1,1
5622,1,"Yes, next time not",6,4,1,2,2,2
5623,1,No,5,3,1,2,2,2
5624,1,No,5,3,1,2,2,2
5625,4,No,6,4,3,5,6,6
5626,2,No,5,4,1,3,3,3
5627,3,No,5,4,2,5,5,5
5628,1,No,5,4,1,1,1,1
5629,3,No,5,3,2,4,4,4
5630,5,No,5,3,5,7,7,6
5631,8,"Yes, again",7,4,6,8,8,9
5632,1,No,5,3,1,1,1,1
5633,4,"Yes, next time not",7,4,2,6,6,6
5634,2,"Yes, next time not",5,7,1,3,4,4
5635,3,No,6,2,2,4,4,4
5636,1,"Yes, next time not",6,3,1,2,2,2
5637,1,No,5,2,1,2,2,2
5638,5,No,4,4,3,7,7,6
5639,5,No,5,2,5,6,6,6
5640,1,No,6,3,1,2,1,2
5641,7,"Yes, again",8,2,2,8,7,8
5642,4,"Yes, next time not",8,1,3,6,6,6
5643,2,No,5,3,1,3,4,3
5644,6,"Yes, next time not",7,2,4,7,7,7
5645,3,No,4,4,1,5,4,4
5646,4,No,5,4,3,6,6,6
5647,1,No,6,3,1,1,1,1
5648,4,"Yes, next time not",7,2,3,5,5,6
5649,5,No,5,3,5,7,7,7
5650,1,"Yes, next time not",6,3,1,1,1,1
5651,1,No,5,4,1,2,2,2
5652,6,No,6,4,6,7,7,7
5653,3,No,6,3,1,4,4,4
5654,4,No,6,4,4,6,6,6
5655,5,No,5,2,4,7,7,6
5656,7,"Yes, again",5,9,5,8,8,7
5657,1,No,5,3,1,1,1,1
5658,1,No,5,3,1,1,1,1
5659,2,No,5,4,1,4,4,4
5660,3,"Yes, next time not",7,4,2,4,4,5
5661,4,"Yes, next time not",7,4,3,6,5,6
5662,3,No,6,3,2,5,5,5
5663,6,No,5,4,6,7,7,7
5664,1,No,5,2,1,2,2,2
5665,2,No,6,4,1,3,3,3
5666,7,No,4,4,9,8,8,8
5667,4,No,6,4,4,6,6,6
5668,5,"Yes, next time not",7,6,3,6,6,6
5669,4,No,5,2,4,6,6,6
5670,2,"Yes, next time not",7,2,1,3,3,3
5671,1,No,4,4,1,2,2,2
5672,1,"Yes, next time not",3,6,1,2,2,1
5673,1,No,4,3,1,2,2,2
5674,1,No,6,2,1,2,2,2
5675,1,"Yes, next time not",2,6,1,2,2,1
5676,7,"Yes, next time not",5,6,6,8,8,8
5677,4,"Yes, next time not",6,5,2,5,5,5
5678,1,No,6,2,1,2,2,2
5679,2,No,6,2,1,4,4,4
5680,7,No,4,2,9,9,9,8
5681,1,No,5,3,1,2,2,2
5682,4,"Yes, again",8,5,3,6,5,6
5683,7,No,5,4,8,8,8,8
5684,3,"Yes, next time not",7,2,2,4,4,5
5685,2,No,5,3,1,3,3,3
5686,1,No,5,3,1,2,2,2
5687,1,No,6,2,1,2,2,2
5688,4,No,5,4,4,6,6,6
5689,2,No,5,4,1,3,3,3
5690,3,No,5,4,2,5,5,5
5691,1,No,6,2,1,2,2,2
5692,4,No,5,4,3,6,6,6
5693,1,No,5,4,1,1,1,1
5694,3,"Yes, next time not",3,6,1,4,4,4
5695,2,No,6,2,1,3,3,3
5696,1,No,5,3,1,1,1,1
5697,2,No,5,4,1,3,3,3
5698,4,No,5,3,4,6,6,6
5699,4,"Yes, next time not",7,4,2,5,5,6
5700,7,No,6,5,5,8,8,8
5701,1,No,5,3,1,1,1,1
5702,2,"Yes, again",8,4,1,3,3,3
5703,5,No,4,3,3,7,7,6
5704,1,No,6,3,1,1,1,1
5705,3,No,5,5,2,4,4,4
5706,1,No,6,4,1,1,2,2
5707,2,No,6,2,1,3,3,3
5708,3,"Yes, again",2,8,1,5,5,4
5709,2,No,5,3,1,3,3,3
5710,3,No,5,3,2,4,4,4
5711,2,No,6,3,1,3,3,3
5712,1,No,5,2,1,1,1,1
5713,10,No,6,4,7,10,10,10
5714,1,No,6,2,1,1,1,1
5715,1,No,5,3,1,1,1,1
5716,1,No,5,3,1,2,2,2
5717,2,No,6,4,2,4,4,4
5718,2,No,5,4,1,3,3,3
5719,2,No,6,4,1,4,4,4
5720,4,"Yes, next time not",5,7,3,6,6,6
5721,1,No,4,2,1,1,1,1
5722,3,No,6,2,2,5,5,5
5723,1,No,6,3,1,2,2,3
5724,1,No,6,2,1,2,2,2
5725,1,No,5,3,1,2,2,2
5726,4,"Yes, again",4,7,3,6,6,5
5727,3,No,5,3,2,4,4,4
5728,2,No,5,2,1,3,3,3
5729,1,No,6,1,1,2,2,2
5730,7,No,5,2,4,8,8,8
5731,1,No,5,4,1,1,1,1
5732,3,"Yes, next time not",7,2,2,5,5,5
5733,2,No,5,2,1,3,3,3
5734,1,No,5,2,1,1,2,2
5735,1,"Yes, next time not",3,4,1,1,1,1
5736,1,No,5,2,1,1,1,1
5737,6,No,6,2,9,7,7,7
5738,5,No,6,4,3,6,6,6
5739,3,No,5,4,3,4,4,4
5740,4,"Yes, next time not",4,8,3,6,6,6
5741,1,No,5,4,1,2,2,2
5742,2,No,5,3,1,3,3,3
5743,1,No,6,4,1,1,1,1
5744,2,No,5,3,1,3,3,3
5745,4,No,5,4,3,6,6,6
5746,2,No,5,3,1,3,3,3
5747,1,No,6,2,1,2,2,2
5748,3,"Yes, next time not",3,5,3,4,4,4
5749,1,No,6,3,1,1,1,1
5750,1,No,5,2,1,1,1,1
5751,5,"Yes, next time not",6,5,3,6,6,6
5752,7,No,5,2,6,8,8,8
5753,1,No,6,3,1,1,1,1
5754,4,"Yes, again",2,4,3,6,6,5
5755,1,No,6,3,1,1,1,2
5756,1,No,5,2,1,1,1,1
5757,1,No,5,4,1,2,2,2
5758,2,No,5,3,1,3,3,3
5759,1,No,5,3,1,2,2,2
5760,7,No,6,2,5,8,8,8
5761,4,No,5,3,3,5,5,5
5762,1,No,5,4,1,1,1,1
5763,2,No,5,2,1,3,4,3
5764,4,"Yes, again",8,2,3,6,6,6
5765,3,No,6,4,2,4,4,4
5766,1,No,5,2,1,1,1,1
5767,5,No,5,2,3,7,7,6
5768,1,No,5,2,1,2,2,2
5769,1,"Yes, next time not",6,2,1,2,2,2
5770,4,"Yes, next time not",6,3,3,6,6,6
5771,1,No,5,2,1,1,1,1
5772,1,No,4,4,1,1,1,1
5773,1,"Yes, next time not",7,2,1,1,1,2
5774,1,No,6,3,1,2,2,2
5775,1,"Yes, next time not",7,2,1,2,2,2
5776,1,No,5,2,1,2,2,2
5777,1,No,5,3,1,2,2,2
5778,5,No,6,4,4,7,7,7
5779,1,No,5,4,1,2,2,2
5780,2,No,6,4,1,3,3,3
5781,2,No,4,3,1,4,3,3
5782,2,No,6,2,2,3,3,3
5783,2,No,5,2,1,3,3,3
5784,8,No,5,3,6,9,9,9
5785,2,No,5,3,2,3,3,3
5786,6,No,5,2,5,7,7,7
5787,1,No,5,2,1,2,2,2
5788,1,No,5,4,1,1,1,1
5789,2,No,5,3,1,3,3,3
5790,2,"Yes, again",7,6,1,3,3,4
5791,1,No,5,2,1,2,2,2
5792,1,No,4,4,1,2,2,2
5793,3,No,5,4,3,4,5,4
5794,4,"Yes, next time not",6,6,3,5,5,5
5795,3,No,6,4,2,4,4,4
5796,1,No,6,4,1,2,2,2
5797,4,"Yes, again",9,8,2,5,5,6
5798,1,No,5,3,1,2,2,2
5799,5,No,5,4,3,7,7,7
5800,7,"Yes, next time not",4,4,7,8,8,7
5801,2,No,5,3,1,3,3,3
5802,1,"Yes, next time not",4,9,1,2,2,2
5803,7,"Yes, next time not",7,6,5,7,7,8
5804,6,No,6,4,4,7,7,7
5805,4,No,6,3,4,6,6,6
5806,2,No,4,4,2,4,4,3
5807,2,No,6,2,1,3,3,3
5808,4,No,5,2,3,6,6,6
5809,2,No,4,4,1,4,4,3
5810,1,No,5,3,1,2,1,2
5811,1,No,6,1,1,1,1,1
5812,2,No,6,4,1,3,3,3
5813,1,No,4,4,1,1,1,1
5814,1,No,6,4,1,2,2,2
5815,4,"Yes, again",8,6,2,5,5,6
5816,1,No,4,3,1,2,2,2
5817,3,No,6,4,2,5,5,5
5818,3,"Yes, again",8,8,1,4,4,4
5819,2,No,5,2,1,3,3,3
5820,5,No,5,4,4,6,6,6
5821,2,No,5,2,1,3,4,3
5822,1,No,4,3,1,2,2,2
5823,5,No,6,4,3,6,6,6
5824,1,No,4,2,1,1,2,1
5825,4,No,5,4,5,6,6,6
5826,4,"Yes, next time not",7,6,3,6,6,6
5827,2,"Yes, next time not",4,7,1,4,4,3
5828,3,No,6,4,2,4,4,5
5829,2,"Yes, next time not",6,8,1,3,3,3
5830,1,"Yes, again",5,2,1,1,1,1
5831,6,No,6,3,4,7,7,7
5832,1,No,6,2,1,1,1,2
5833,3,No,5,3,2,4,4,4
5834,4,No,6,3,5,6,6,6
5835,4,No,5,4,2,6,6,6
5836,4,"Yes, next time not",5,7,3,6,6,6
5837,1,No,5,4,1,2,2,2
5838,2,No,4,3,1,3,3,3
5839,7,No,6,2,5,8,8,8
5840,1,No,5,3,1,2,2,2
5841,4,No,6,3,3,6,6,6
5842,1,No,6,2,1,2,2,2
5843,1,"Yes, next time not",6,8,1,2,2,2
5844,1,No,5,2,1,2,2,2
5845,4,No,5,3,3,6,6,6
5846,2,No,5,3,1,3,3,3
5847,1,No,5,2,1,2,2,2
5848,1,No,6,4,1,1,1,2
5849,1,No,5,4,1,2,2,2
5850,1,No,5,3,1,1,1,1
5851,1,No,6,2,1,1,1,1
5852,3,No,5,3,2,4,5,4
5853,2,No,5,2,1,3,3,3
5854,1,No,4,4,1,2,2,2
5855,4,No,5,5,5,6,6,6
5856,5,No,6,2,3,6,6,6
5857,1,No,5,3,1,1,2,2
5858,6,"Yes, next time not",6,4,4,7,7,7
5859,1,No,5,4,1,3,2,2
5860,7,No,6,3,7,8,8,8
5861,4,No,5,4,4,6,6,6
5862,2,No,6,2,1,4,4,4
5863,2,No,5,3,1,3,3,3
5864,2,"Yes, next time not",5,6,1,4,4,4
5865,2,No,6,2,1,3,3,3
5866,4,"Yes, next time not",7,4,3,6,6,6
5867,2,No,5,3,1,3,3,3
5868,1,No,5,4,1,2,2,2
5869,8,No,6,3,8,9,9,9
5870,2,No,6,3,1,3,3,3
5871,2,No,5,3,1,3,3,3
5872,3,No,6,1,2,4,4,5
5873,2,No,6,4,1,3,3,3
5874,3,No,5,4,2,5,5,4
5875,1,No,5,3,1,1,1,1
5876,4,No,6,3,5,6,6,6
5877,1,No,6,2,1,1,1,1
5878,1,No,5,3,1,2,2,2
5879,1,No,5,3,1,2,2,2
5880,1,"Yes, again",7,6,1,2,2,3
5881,1,"Yes, next time not",7,3,1,2,2,2
5882,3,No,5,2,1,5,5,5
5883,1,No,5,2,1,2,2,2
5884,5,No,5,3,5,7,7,7
5885,1,No,5,4,1,2,2,2
5886,2,No,5,4,1,3,3,3
5887,2,No,5,2,1,3,3,3
5888,2,No,5,3,1,3,3,3
5889,4,No,6,4,3,6,6,6
5890,3,"Yes, again",9,1,2,4,5,5
5891,1,No,6,1,1,2,2,2
5892,1,No,5,2,1,2,2,2
5893,1,No,5,3,1,2,2,2
5894,3,No,6,4,1,4,4,4
5895,1,No,5,2,1,2,2,2
5896,2,"Yes, next time not",7,7,1,3,3,3
5897,1,No,6,3,1,1,1,1
5898,4,No,6,3,3,6,6,6
5899,3,No,5,2,2,5,5,5
5900,1,No,5,4,1,1,1,1
5901,5,"Yes, next time not",5,6,4,7,7,7
5902,2,No,5,4,2,4,4,4
5903,2,No,5,2,2,4,4,4
5904,7,No,5,2,6,8,8,8
5905,2,No,5,2,1,3,3,3
5906,1,No,5,3,1,2,2,2
5907,2,"Yes, next time not",7,3,1,3,3,3
5908,1,No,4,3,1,2,2,1
5909,3,No,4,4,2,4,4,4
5910,4,No,3,4,2,6,6,5
5911,5,"Yes, next time not",7,6,3,7,6,7
5912,3,No,6,2,2,5,5,5
5913,3,"Yes, again",10,6,2,4,4,5
5914,1,No,6,3,1,2,2,3
5915,5,No,6,4,3,6,6,6
5916,4,No,5,4,4,6,6,6
5917,1,No,6,1,1,1,2,2
5918,1,No,6,2,1,1,1,1
5919,1,No,6,2,1,1,2,2
5920,2,No,5,2,1,3,3,3
5921,3,No,6,3,2,4,4,4
5922,2,No,5,2,1,4,3,3
5923,1,No,5,2,1,2,2,2
5924,3,No,5,2,2,5,5,4
5925,2,"Yes, next time not",6,4,1,3,3,3
5926,4,"Yes, next time not",3,4,3,6,6,6
5927,1,No,6,2,1,2,2,2
5928,5,"Yes, next time not",6,3,4,6,6,6
5929,2,"Yes, next time not",7,2,1,3,3,3
5930,2,No,5,4,1,3,3,3
5931,4,"Yes, again",8,6,2,6,5,6
5932,2,No,5,3,1,3,3,3
5933,1,No,6,4,1,1,1,1
5934,6,"Yes, next time not",6,3,4,7,7,7
5935,1,"Yes, next time not",6,2,1,2,2,2
5936,2,"Yes, next time not",7,6,1,3,3,3
5937,4,"Yes, next time not",6,5,4,6,6,6
5938,4,"Yes, next time not",7,3,4,6,6,6
5939,4,"Yes, next time not",5,6,4,6,6,6
5940,4,No,6,3,3,5,5,5
5941,6,No,6,4,5,7,7,7
5942,2,No,5,2,1,3,3,3
5943,1,No,6,1,1,2,2,2
5944,6,No,5,5,5,7,7,7
5945,2,"Yes, next time not",7,4,1,3,3,3
5946,2,No,6,2,1,3,3,3
5947,4,"Yes, again",2,5,2,6,6,5
5948,1,No,5,3,1,2,2,2
5949,2,No,5,4,1,3,3,3
5950,4,No,4,6,3,6,6,6
5951,2,No,5,5,1,3,3,3
5952,8,No,6,3,7,9,9,9
5953,1,No,5,2,1,1,1,2
5954,5,No,6,2,4,7,7,7
5955,8,"Yes, again",8,6,5,8,8,9
5956,3,No,6,4,2,5,5,5
5957,7,No,6,3,5,8,8,8
5958,1,No,5,3,1,1,1,1
5959,4,No,5,4,4,6,6,6
5960,3,No,6,3,2,4,4,4
5961,3,No,5,4,2,5,5,5
5962,2,"Yes, next time not",7,4,1,3,3,3
5963,4,"Yes, next time not",6,4,3,6,6,6
5964,3,No,5,4,3,5,5,5
5965,4,No,6,4,3,6,6,6
5966,1,No,5,2,1,2,2,2
5967,3,No,5,3,3,4,4,4
5968,7,No,6,3,5,8,8,8
5969,2,No,4,3,1,3,3,3
5970,5,No,5,4,6,6,6,6
5971,4,No,6,3,4,6,6,6
5972,7,No,5,2,6,8,8,8
5973,4,No,6,2,4,6,6,6
5974,1,"Yes, next time not",4,6,1,2,2,2
5975,5,No,5,2,4,6,6,6
5976,2,No,6,2,1,4,4,4
5977,2,No,5,3,1,3,3,3
